id,material,density_kg_m3,volume_fraction,category,C_MPa,S_MPa,T_MPa,notes
minecraft:magenta_stained_glass,glass,2500.0,1,glass,50.00049033548754057526159398,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:magenta_stained_glass_pane,glass,640,0.0625,glass,6.249816124192172284276902257,0.1245452138353061164448715811,0.06276294240519363348402977317,Geometry and effective density retuned for issue 1B
minecraft:magenta_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:magenta_wall_banner,soft,250,0.02,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Geometry and effective density retuned for issue 1B
minecraft:magenta_wool,soft,250.0,1,soft,0.5001421972913867668258622550,0.1000284394582773533651724510,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:magenta_wool_slab,soft,250,0.5,soft,0.2500710986456933834129311275,0.05001421972913867668258622550,0.05001421972913867668258622550,Geometry and effective density retuned for issue 1B
minecraft:magenta_wool_stairs,soft,250,0.75,soft,0.3746163124809994998578027086,0.07453099410616743976228535564,0.07453099410616743976228535564,Geometry and effective density retuned for issue 1B
minecraft:magma_block,stone,2800.0,1,stone,50.00049033548754057526159398,5.000441301938786517735434584,2.499730315481852683606123310,Geometry retuned for issue 1B
minecraft:mangrove_button,wood,400,0.02,wood,0.3500995381039707367781035785,0.2500710986456933834129311275,0.1500426591874160300477586765,Geometry and effective density retuned for issue 1B
minecraft:mangrove_door,wood,533.3333333333333333333333333,0.1875,wood,6.562650165243059301173863157,4.687607260887899500838473684,2.812564356532739700503084210,Thin-shape mass capped at 100 kg for issue 1B
minecraft:mangrove_fence,wood,500,0.2,wood,8.749546439674024967883025566,6.249816124192172284276902257,3.750085808710319600670778947,Thin-shape mass capped at 100 kg for issue 1B
minecraft:mangrove_fence_gate,wood,500,0.2,wood,8.749546439674024967883025566,6.249816124192172284276902257,3.750085808710319600670778947,Thin-shape mass capped at 100 kg for issue 1B
minecraft:mangrove_hanging_sign,wood,800,0.03,wood,1.050298614311912210334310735,0.7502132959370801502387933824,0.4501279775622480901432760295,Geometry and effective density retuned for issue 1B
minecraft:mangrove_leaves,plant,80.0,1,plant,0.1000284394582773533651724510,0.05001421972913867668258622550,0.05001421972913867668258622550,Geometry retuned for issue 1B
minecraft:mangrove_log,wood_log,850.0,1,wood_log,35.00014710064626217257847819,29.99970579870747565484304361,19.99980386580498376989536241,Geometry retuned for issue 1B
minecraft:mangrove_planks,wood,800.0,1,wood,35.00014710064626217257847819,25.00024516774377028763079699,15.00034323484127840268311579,Geometry retuned for issue 1B
minecraft:mangrove_pressure_plate,wood,704,0.0625,wood,1.925057124084298477017975699,1.374900707063773033509527219,0.8247442900432475900010787381,Geometry and effective density retuned for issue 1B
minecraft:mangrove_propagule,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:mangrove_roots,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:mangrove_shelf,wood,320.0,1,wood,14.00005884025850486903139128,9.999901932902491884947681203,5.999745025546478900863971129,Geometry retuned for issue 1B
minecraft:mangrove_sign,wood,800,0.05,wood,1.749517019544772533367329927,1.250355493228466917064655637,0.7502132959370801502387933824,Geometry and effective density retuned for issue 1B
minecraft:mangrove_slab,wood,800,0.5,wood,17.50007355032313108628923910,12.49963224838434456855380451,7.500171617420639201341557894,Geometry and effective density retuned for issue 1B
minecraft:mangrove_stairs,wood,800,0.75,wood,26.24961998999715605417226466,18.75042904355159800335389473,11.25025742613095880201233684,Geometry and effective density retuned for issue 1B
minecraft:mangrove_trapdoor,wood,150.0,1,wood,6.562650165243059301173863157,4.687607260887899500838473684,2.812564356532739700503084210,Geometry retuned for issue 1B
minecraft:mangrove_wall_hanging_sign,wood,800,0.03,wood,1.050298614311912210334310735,0.7502132959370801502387933824,0.4501279775622480901432760295,Geometry and effective density retuned for issue 1B
minecraft:mangrove_wall_sign,wood,640,0.05,wood,1.400398152415882947112414314,1.000284394582773533651724510,0.6001706367496641201910347059,Geometry and effective density retuned for issue 1B
minecraft:mangrove_wood,wood_log,850.0,1,wood_log,35.00014710064626217257847819,29.99970579870747565484304361,19.99980386580498376989536241,Geometry retuned for issue 1B
minecraft:medium_amethyst_bud,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:melon,organic,700.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:melon_stem,plant,1.0,1,plant,0,0,0,Geometry retuned for issue 1B
minecraft:moss_block,organic,300.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:moss_carpet,organic,300.8,0.0625,organic,0.06276294240519363348402977317,0.01863274852654185994057133891,0.005884025850486903139127791235,Geometry and effective density retuned for issue 1B
minecraft:mossy_cobblestone,stone,2200.0,1,stone,29.99970579870747565484304361,1.500426591874160300477586765,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:mossy_cobblestone_slab,stone,2200,0.5,stone,15.00034323484127840268311579,0.7502132959370801502387933824,0.2500710986456933834129311275,Geometry and effective density retuned for issue 1B
minecraft:mossy_cobblestone_stairs,stone,2200,0.75,stone,22.49953418128683645350148572,1.124829608418079650096596091,0.3746163124809994998578027086,Geometry and effective density retuned for issue 1B
minecraft:mossy_cobblestone_wall,stone,4400,0.25,stone,15.00034323484127840268311579,0.7502132959370801502387933824,0.2500710986456933834129311275,Geometry and effective density retuned for issue 1B
minecraft:mossy_stone_brick_slab,stone,2600,0.5,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Geometry and effective density retuned for issue 1B
minecraft:mossy_stone_brick_stairs,stone,2600,0.75,stone,37.49987741612811485618460150,3.750085808710319600670778947,1.875042904355159800335389473,Geometry and effective density retuned for issue 1B
minecraft:mossy_stone_brick_wall,stone,5200,0.25,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Geometry and effective density retuned for issue 1B
minecraft:mossy_stone_bricks,stone,2600.0,1,stone,50.00049033548754057526159398,5.000441301938786517735434584,2.499730315481852683606123310,Geometry retuned for issue 1B
minecraft:moving_piston,technical,0.0,1,ignored,0,0,0,Geometry retuned for issue 1B
minecraft:mud,soil,1730.0,1,soil,0.2000568789165547067303449020,0.01961341950162301046375930412,0.004903354875405752615939826029,Geometry retuned for issue 1B
minecraft:mud_brick_slab,ceramic,1700,0.5,ceramic,2.499730315481852683606123310,0.2500710986456933834129311275,0.1000284394582773533651724510,Geometry and effective density retuned for issue 1B
minecraft:mud_brick_stairs,ceramic,1700,0.75,ceramic,3.750085808710319600670778947,0.3746163124809994998578027086,0.1500426591874160300477586765,Geometry and effective density retuned for issue 1B
minecraft:mud_brick_wall,ceramic,3400,0.25,ceramic,2.499730315481852683606123310,0.2500710986456933834129311275,0.1000284394582773533651724510,Geometry and effective density retuned for issue 1B
minecraft:mud_bricks,ceramic,1700.0,1,ceramic,5.000441301938786517735434584,0.5001421972913867668258622550,0.2000568789165547067303449020,Geometry retuned for issue 1B
minecraft:muddy_mangrove_roots,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:mushroom_stem,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:mycelium,soil,1300.0,1,soil,0.5001421972913867668258622550,0.1500426591874160300477586765,0.05001421972913867668258622550,Geometry retuned for issue 1B
minecraft:nether_brick_fence,ceramic,500,0.2,ceramic,3.750085808710319600670778947,0.2500710986456933834129311275,0.1245452138353061164448715811,Thin-shape mass capped at 100 kg for issue 1B
minecraft:nether_brick_slab,ceramic,2000,0.5,ceramic,7.500171617420639201341557894,0.5001421972913867668258622550,0.2500710986456933834129311275,Geometry and effective density retuned for issue 1B
minecraft:nether_brick_stairs,ceramic,2000,0.75,ceramic,11.25025742613095880201233684,0.7502132959370801502387933824,0.3746163124809994998578027086,Geometry and effective density retuned for issue 1B
minecraft:nether_brick_wall,ceramic,4000,0.25,ceramic,7.500171617420639201341557894,0.5001421972913867668258622550,0.2500710986456933834129311275,Geometry and effective density retuned for issue 1B
minecraft:nether_bricks,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:nether_gold_ore,ore,2200.0,1,ore,12.00047072206803895225113022,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:nether_portal,technical,0.0,1,ignored,0,0,0,Geometry retuned for issue 1B
minecraft:nether_quartz_ore,ore,2200.0,1,ore,12.00047072206803895225113022,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:nether_sprouts,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:nether_wart,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:nether_wart_block,organic,400.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:netherite_block,metal,21000.0,1,metal,400,400,400,Geometry retuned for issue 1B
minecraft:netherrack,stone,1900.0,1,stone,15.00034323484127840268311579,1.500426591874160300477586765,0.8002275156662188269213796079,Geometry retuned for issue 1B
minecraft:note_block,wood_utility,700.0,1,wood_utility,35.00014710064626217257847819,19.99980386580498376989536241,12.00047072206803895225113022,Geometry retuned for issue 1B
minecraft:oak_button,wood,350,0.02,wood,0.3500995381039707367781035785,0.2500710986456933834129311275,0.1500426591874160300477586765,Geometry and effective density retuned for issue 1B
minecraft:oak_door,wood,533.3333333333333333333333333,0.1875,wood,6.562650165243059301173863157,4.687607260887899500838473684,2.812564356532739700503084210,Thin-shape mass capped at 100 kg for issue 1B
minecraft:oak_fence,wood,500,0.2,wood,8.749546439674024967883025566,6.249816124192172284276902257,3.750085808710319600670778947,Thin-shape mass capped at 100 kg for issue 1B
minecraft:oak_fence_gate,wood,500,0.2,wood,8.749546439674024967883025566,6.249816124192172284276902257,3.750085808710319600670778947,Thin-shape mass capped at 100 kg for issue 1B
minecraft:oak_hanging_sign,wood,700,0.03,wood,1.050298614311912210334310735,0.7502132959370801502387933824,0.4501279775622480901432760295,Geometry and effective density retuned for issue 1B
minecraft:oak_leaves,plant,80.0,1,plant,0.1000284394582773533651724510,0.05001421972913867668258622550,0.05001421972913867668258622550,Geometry retuned for issue 1B
minecraft:oak_log,wood_log,750.0,1,wood_log,35.00014710064626217257847819,29.99970579870747565484304361,19.99980386580498376989536241,Geometry retuned for issue 1B
minecraft:oak_planks,wood,700.0,1,wood,35.00014710064626217257847819,25.00024516774377028763079699,15.00034323484127840268311579,Geometry retuned for issue 1B
minecraft:oak_pressure_plate,wood,616,0.0625,wood,1.925057124084298477017975699,1.374900707063773033509527219,0.8247442900432475900010787381,Geometry and effective density retuned for issue 1B
minecraft:oak_sapling,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:oak_shelf,wood,280.0,1,wood,14.00005884025850486903139128,9.999901932902491884947681203,5.999745025546478900863971129,Geometry retuned for issue 1B
minecraft:oak_sign,wood,700,0.05,wood,1.749517019544772533367329927,1.250355493228466917064655637,0.7502132959370801502387933824,Geometry and effective density retuned for issue 1B
minecraft:oak_slab,wood,700,0.5,wood,17.50007355032313108628923910,12.49963224838434456855380451,7.500171617420639201341557894,Geometry and effective density retuned for issue 1B
minecraft:oak_stairs,wood,700,0.75,wood,26.24961998999715605417226466,18.75042904355159800335389473,11.25025742613095880201233684,Geometry and effective density retuned for issue 1B
minecraft:oak_trapdoor,wood,131.2,1,wood,6.562650165243059301173863157,4.687607260887899500838473684,2.812564356532739700503084210,Geometry retuned for issue 1B
minecraft:oak_wall_hanging_sign,wood,700,0.03,wood,1.050298614311912210334310735,0.7502132959370801502387933824,0.4501279775622480901432760295,Geometry and effective density retuned for issue 1B
minecraft:oak_wall_sign,wood,560,0.05,wood,1.400398152415882947112414314,1.000284394582773533651724510,0.6001706367496641201910347059,Geometry and effective density retuned for issue 1B
minecraft:oak_wood,wood_log,750.0,1,wood_log,35.00014710064626217257847819,29.99970579870747565484304361,19.99980386580498376989536241,Geometry retuned for issue 1B
minecraft:observer,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Geometry retuned for issue 1B
minecraft:obsidian,stone,2550.0,1,stone,100,1.999588118190465916780261055,1.000284394582773533651724510,Geometry retuned for issue 1B
minecraft:ochre_froglight,organic,300.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:open_eyeblossom,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:orange_banner,soft,250,0.02,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Geometry and effective density retuned for issue 1B
minecraft:orange_bed,soft,311.1111111111111111111111111,0.5625,soft,0.1745594335644447931274578066,0.03530415510292141883476674741,0.03530415510292141883476674741,Geometry and effective density retuned for issue 1B
minecraft:orange_candle,organic,480,0.01,organic,0.004903354875405752615939826029,0.001961341950162301046375930412,0.0009806709750811505231879652058,Geometry and effective density retuned for issue 1B
minecraft:orange_candle_cake,organic,320.0,1,organic,0.4001137578331094134606898040,0.1196418589599003638289317551,0.04020750997832717145070657344,Geometry retuned for issue 1B
minecraft:orange_carpet,soft,249.6,0.0625,soft,0.03138147120259681674201488659,0.005884025850486903139127791235,0.005884025850486903139127791235,Geometry and effective density retuned for issue 1B
minecraft:orange_concrete,stone_like,2400.0,1,stone_like,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Geometry retuned for issue 1B
minecraft:orange_concrete_powder,granular,1600.0,1,granular,0.5001421972913867668258622550,0.0009806709750811505231879652058,0,Geometry retuned for issue 1B
minecraft:orange_glazed_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:orange_poplar_leaves,plant,80.0,1,plant,0.1000284394582773533651724510,0.05001421972913867668258622550,0.05001421972913867668258622550,Geometry retuned for issue 1B
minecraft:orange_shulker_box,container,388.5714285714285714285714286,0.875,container,4.250228006001706367496641202,1.700483470790715007207931667,0.8502417353953575036039658334,Geometry and effective density retuned for issue 1B
minecraft:orange_stained_glass,glass,2500.0,1,glass,50.00049033548754057526159398,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:orange_stained_glass_pane,glass,640,0.0625,glass,6.249816124192172284276902257,0.1245452138353061164448715811,0.06276294240519363348402977317,Geometry and effective density retuned for issue 1B
minecraft:orange_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:orange_tulip,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:orange_wall_banner,soft,250,0.02,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Geometry and effective density retuned for issue 1B
minecraft:orange_wool,soft,250.0,1,soft,0.5001421972913867668258622550,0.1000284394582773533651724510,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:orange_wool_slab,soft,250,0.5,soft,0.2500710986456933834129311275,0.05001421972913867668258622550,0.05001421972913867668258622550,Geometry and effective density retuned for issue 1B
minecraft:orange_wool_stairs,soft,250,0.75,soft,0.3746163124809994998578027086,0.07453099410616743976228535564,0.07453099410616743976228535564,Geometry and effective density retuned for issue 1B
minecraft:oxeye_daisy,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:oxidized_chiseled_copper,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Geometry retuned for issue 1B
minecraft:oxidized_copper,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Geometry retuned for issue 1B
minecraft:oxidized_copper_bars,metal,716.8,1,metal,12.00047072206803895225113022,12.00047072206803895225113022,12.00047072206803895225113022,Geometry retuned for issue 1B
minecraft:oxidized_copper_bulb,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Geometry retuned for issue 1B
minecraft:oxidized_copper_chain,metal,268.8,1,metal,4.500299104647399750909572329,4.500299104647399750909572329,4.500299104647399750909572329,Geometry retuned for issue 1B
minecraft:oxidized_copper_chest,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Geometry retuned for issue 1B
minecraft:oxidized_copper_door,metal,533.3333333333333333333333333,0.1875,metal,28.12466289435231585450765414,28.12466289435231585450765414,28.12466289435231585450765414,Thin-shape mass capped at 100 kg for issue 1B
minecraft:oxidized_copper_golem_statue,metal,5376.0,1,metal,90.00009806709750811505231880,90.00009806709750811505231880,90.00009806709750811505231880,Geometry retuned for issue 1B
minecraft:oxidized_copper_grate,metal,4480.0,1,metal,74.99975483225622971236920301,74.99975483225622971236920301,74.99975483225622971236920301,Geometry retuned for issue 1B
minecraft:oxidized_copper_lantern,metal,100,0.05,metal,7.500171617420639201341557894,7.500171617420639201341557894,7.500171617420639201341557894,Named decoration case: hollow lantern retuned to 5 kg
minecraft:oxidized_copper_trapdoor,metal,1680.0,1,metal,28.12466289435231585450765414,28.12466289435231585450765414,28.12466289435231585450765414,Geometry retuned for issue 1B
minecraft:oxidized_cut_copper,metal,8960.0,1,metal,149.9995096645124594247384060,149.9995096645124594247384060,149.9995096645124594247384060,Geometry retuned for issue 1B
minecraft:oxidized_cut_copper_slab,metal,8960,0.5,metal,74.99975483225622971236920301,74.99975483225622971236920301,74.99975483225622971236920301,Geometry and effective density retuned for issue 1B
minecraft:oxidized_cut_copper_stairs,metal,8960,0.75,metal,112.4996322483843445685538045,112.4996322483843445685538045,112.4996322483843445685538045,Geometry and effective density retuned for issue 1B
minecraft:oxidized_lightning_rod,metal,268.8,1,metal,7.500171617420639201341557894,7.500171617420639201341557894,7.500171617420639201341557894,Geometry retuned for issue 1B
minecraft:packed_ice,frozen,920.0,1,frozen,9.999901932902491884947681203,1.500426591874160300477586765,0.8002275156662188269213796079,Geometry retuned for issue 1B
minecraft:packed_mud,soil,1700.0,1,soil,0.2000568789165547067303449020,0.01961341950162301046375930412,0.004903354875405752615939826029,Geometry retuned for issue 1B
minecraft:pale_hanging_moss,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:pale_moss_block,organic,300.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:pale_moss_carpet,organic,300.8,0.0625,organic,0.06276294240519363348402977317,0.01863274852654185994057133891,0.005884025850486903139127791235,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_button,wood,325,0.02,wood,0.3500995381039707367781035785,0.2500710986456933834129311275,0.1500426591874160300477586765,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_door,wood,533.3333333333333333333333333,0.1875,wood,6.562650165243059301173863157,4.687607260887899500838473684,2.812564356532739700503084210,Thin-shape mass capped at 100 kg for issue 1B
minecraft:pale_oak_fence,wood,500,0.2,wood,8.749546439674024967883025566,6.249816124192172284276902257,3.750085808710319600670778947,Thin-shape mass capped at 100 kg for issue 1B
minecraft:pale_oak_fence_gate,wood,500,0.2,wood,8.749546439674024967883025566,6.249816124192172284276902257,3.750085808710319600670778947,Thin-shape mass capped at 100 kg for issue 1B
minecraft:pale_oak_hanging_sign,wood,650,0.03,wood,1.050298614311912210334310735,0.7502132959370801502387933824,0.4501279775622480901432760295,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_leaves,plant,80.0,1,plant,0.1000284394582773533651724510,0.05001421972913867668258622550,0.05001421972913867668258622550,Geometry retuned for issue 1B
minecraft:pale_oak_log,wood_log,700.0,1,wood_log,35.00014710064626217257847819,29.99970579870747565484304361,19.99980386580498376989536241,Geometry retuned for issue 1B
minecraft:pale_oak_planks,wood,650.0,1,wood,35.00014710064626217257847819,25.00024516774377028763079699,15.00034323484127840268311579,Geometry retuned for issue 1B
minecraft:pale_oak_pressure_plate,wood,572.8,0.0625,wood,1.925057124084298477017975699,1.374900707063773033509527219,0.8247442900432475900010787381,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_sapling,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_shelf,wood,260.0,1,wood,14.00005884025850486903139128,9.999901932902491884947681203,5.999745025546478900863971129,Geometry retuned for issue 1B
minecraft:pale_oak_sign,wood,650,0.05,wood,1.749517019544772533367329927,1.250355493228466917064655637,0.7502132959370801502387933824,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_slab,wood,650,0.5,wood,17.50007355032313108628923910,12.49963224838434456855380451,7.500171617420639201341557894,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_stairs,wood,650,0.75,wood,26.24961998999715605417226466,18.75042904355159800335389473,11.25025742613095880201233684,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_trapdoor,wood,121.9,1,wood,6.562650165243059301173863157,4.687607260887899500838473684,2.812564356532739700503084210,Geometry retuned for issue 1B
minecraft:pale_oak_wall_hanging_sign,wood,650,0.03,wood,1.050298614311912210334310735,0.7502132959370801502387933824,0.4501279775622480901432760295,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_wall_sign,wood,520,0.05,wood,1.400398152415882947112414314,1.000284394582773533651724510,0.6001706367496641201910347059,Geometry and effective density retuned for issue 1B
minecraft:pale_oak_wood,wood_log,700.0,1,wood_log,35.00014710064626217257847819,29.99970579870747565484304361,19.99980386580498376989536241,Geometry retuned for issue 1B
minecraft:pearlescent_froglight,organic,300.0,1,organic,1.000284394582773533651724510,0.3000853183748320600955173530,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:peony,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:petrified_oak_slab,stone,2600,0.5,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Geometry and effective density retuned for issue 1B
minecraft:piglin_head,organic,64,0.125,organic,0.04020750997832717145070657344,0.01176805170097380627825558247,0.003922683900324602092751860823,Geometry and effective density retuned for issue 1B
minecraft:piglin_wall_head,organic,64,0.125,organic,0.04020750997832717145070657344,0.01176805170097380627825558247,0.003922683900324602092751860823,Geometry and effective density retuned for issue 1B
minecraft:pink_banner,soft,250,0.02,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Geometry and effective density retuned for issue 1B
minecraft:pink_bed,soft,311.1111111111111111111111111,0.5625,soft,0.1745594335644447931274578066,0.03530415510292141883476674741,0.03530415510292141883476674741,Geometry and effective density retuned for issue 1B
minecraft:pink_candle,organic,480,0.01,organic,0.004903354875405752615939826029,0.001961341950162301046375930412,0.0009806709750811505231879652058,Geometry and effective density retuned for issue 1B
minecraft:pink_candle_cake,organic,320.0,1,organic,0.4001137578331094134606898040,0.1196418589599003638289317551,0.04020750997832717145070657344,Geometry retuned for issue 1B
minecraft:pink_carpet,soft,249.6,0.0625,soft,0.03138147120259681674201488659,0.005884025850486903139127791235,0.005884025850486903139127791235,Geometry and effective density retuned for issue 1B
minecraft:pink_concrete,stone_like,2400.0,1,stone_like,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Geometry retuned for issue 1B
minecraft:pink_concrete_powder,granular,1600.0,1,granular,0.5001421972913867668258622550,0.0009806709750811505231879652058,0,Geometry retuned for issue 1B
minecraft:pink_glazed_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:pink_petals,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:pink_shulker_box,container,388.5714285714285714285714286,0.875,container,4.250228006001706367496641202,1.700483470790715007207931667,0.8502417353953575036039658334,Geometry and effective density retuned for issue 1B
minecraft:pink_stained_glass,glass,2500.0,1,glass,50.00049033548754057526159398,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:pink_stained_glass_pane,glass,640,0.0625,glass,6.249816124192172284276902257,0.1245452138353061164448715811,0.06276294240519363348402977317,Geometry and effective density retuned for issue 1B
minecraft:pink_terracotta,ceramic,2000.0,1,ceramic,15.00034323484127840268311579,1.000284394582773533651724510,0.5001421972913867668258622550,Geometry retuned for issue 1B
minecraft:pink_tulip,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:pink_wall_banner,soft,250,0.02,soft,0.009806709750811505231879652058,0.001961341950162301046375930412,0.001961341950162301046375930412,Geometry and effective density retuned for issue 1B
minecraft:pink_wool,soft,250.0,1,soft,0.5001421972913867668258622550,0.1000284394582773533651724510,0.1000284394582773533651724510,Geometry retuned for issue 1B
minecraft:pink_wool_slab,soft,250,0.5,soft,0.2500710986456933834129311275,0.05001421972913867668258622550,0.05001421972913867668258622550,Geometry and effective density retuned for issue 1B
minecraft:pink_wool_stairs,soft,250,0.75,soft,0.3746163124809994998578027086,0.07453099410616743976228535564,0.07453099410616743976228535564,Geometry and effective density retuned for issue 1B
minecraft:piston,utility,2600.0,1,utility,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Geometry retuned for issue 1B
minecraft:piston_head,technical,0,0.125,ignored,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:pitcher_crop,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:pitcher_plant,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:player_head,organic,64,0.125,organic,0.04020750997832717145070657344,0.01176805170097380627825558247,0.003922683900324602092751860823,Geometry and effective density retuned for issue 1B
minecraft:player_wall_head,organic,64,0.125,organic,0.04020750997832717145070657344,0.01176805170097380627825558247,0.003922683900324602092751860823,Geometry and effective density retuned for issue 1B
minecraft:podzol,soil,1200.0,1,soil,0.5001421972913867668258622550,0.1500426591874160300477586765,0.05001421972913867668258622550,Geometry retuned for issue 1B
minecraft:pointed_dripstone,plant,100,0.01,plant,0,0,0,Geometry and effective density retuned for issue 1B
minecraft:polished_andesite,stone,2650.0,1,stone,50.00049033548754057526159398,5.000441301938786517735434584,2.499730315481852683606123310,Geometry retuned for issue 1B
minecraft:polished_andesite_slab,stone,2650,0.5,stone,25.00024516774377028763079699,2.499730315481852683606123310,1.250355493228466917064655637,Geometry and effective density retuned for issue 1B
minecraft:polished_andesite_stairs,stone,2650,0.75,stone,37.49987741612811485618460150,3.750085808710319600670778947,1.875042904355159800335389473,Geometry and effective density retuned for issue 1B
minecraft:polished_basalt,stone,3000.0,1,stone,80.00019613419501623010463759,5.999745025546478900863971129,2.999872512773239450431985565,Geometry retuned for issue 1B
minecraft:polished_blackstone,stone,2900.0,1,stone,60.00039226839003246020927519,5.999745025546478900863971129,2.999872512773239450431985565,Geometry retuned for issue 1B
minecraft:polished_blackstone_brick_slab,stone,2900,0.5,stone,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Geometry and effective density retuned for issue 1B
minecraft:polished_blackstone_brick_stairs,stone,2900,0.75,stone,45.00004903354875405752615940,4.500299104647399750909572329,2.249659216836159300193192182,Geometry and effective density retuned for issue 1B
minecraft:polished_blackstone_brick_wall,stone,5800,0.25,stone,29.99970579870747565484304361,2.999872512773239450431985565,1.500426591874160300477586765,Geometry and effective density retuned for issue 1B
